#Q I_ArAr I_ArO1 I_ArSi2 I_ArO2  I_ArSi1  I_ArH I_rest I_tot S_ArAr S_ArO1 S_ArSi2 S_ArO2 S_ArSi1 S_ArH S_rest S_total
1.1800 1.17929710e-07 -1.98882004e-08 -1.55874913e-07 -3.31236315e-07 -1.43151875e-08 1.37404583e-07 -3.89069719e-07 -2.65980323e-07 6.32967539e-01 -1.67047145e-02 -4.01454987e-01 -5.22703099e-01 -2.96585261e-02 3.36575160e-01 -3.07895262e-01 -9.78627632e-04
1.1900 1.23438287e-07 8.76214672e-08 -1.53831346e-07 -3.49690301e-07 2.79993636e-08 1.51571001e-07 -2.92461893e-07 -1.12891528e-07 6.62535276e-01 7.36721265e-02 -3.96188985e-01 -5.51842177e-01 5.80629520e-02 3.71289303e-01 -2.11823759e-01 2.17528496e-01
1.2000 1.27035278e-07 1.86544824e-07 -1.48168389e-07 -3.59583001e-07 7.10337170e-08 1.62709989e-07 -1.94171287e-07 3.95724190e-08 6.81849033e-01 1.56821379e-01 -3.81594055e-01 -5.67462846e-01 1.47272774e-01 3.98579524e-01 -1.10386488e-01 4.35465810e-01
1.2100 1.28523032e-07 2.50759933e-07 -1.40351596e-07 -3.59827114e-07 1.03854613e-07 1.68736895e-07 -1.20895745e-07 1.51695763e-07 6.89845299e-01 2.10788883e-01 -3.61446250e-01 -5.67848682e-01 2.15305748e-01 4.13340421e-01 -2.86607507e-02 5.99985419e-01
1.2200 1.28312845e-07 2.64871165e-07 -1.32997576e-07 -3.53344315e-07 1.18742430e-07 1.69792831e-07 -9.31578808e-08 1.95377380e-07 6.88726075e-01 2.22639073e-01 -3.42486575e-01 -5.57611016e-01 2.46160140e-01 4.15919393e-01 1.12675572e-02 6.73347090e-01
1.2300 1.27191624e-07 2.28690898e-07 -1.28563276e-07 -3.45653904e-07 1.13234921e-07 1.67909663e-07 -1.18334658e-07 1.62809926e-07 6.82708633e-01 1.92220194e-01 -3.31044993e-01 -5.45461401e-01 2.34733983e-01 4.11295411e-01 -1.57756654e-03 6.44451828e-01
1.2400 1.26026431e-07 1.56747351e-07 -1.28105142e-07 -3.42587413e-07 9.05030253e-08 1.66016303e-07 -1.87918773e-07 6.86005547e-08 6.76442079e-01 1.31748488e-01 -3.29844524e-01 -5.40604745e-01 1.87603388e-01 4.06644533e-01 -6.22587018e-02 5.31989219e-01
1.2500 1.25505339e-07 7.30107481e-08 -1.30607291e-07 -3.47978957e-07 5.79868082e-08 1.66688637e-07 -2.80070161e-07 -5.53947159e-08 6.73618228e-01 6.13736836e-02 -3.36270936e-01 -5.49094217e-01 1.20193985e-01 4.08277733e-01 -1.50373241e-01 3.78098476e-01
1.2600 1.25984541e-07 2.69767304e-09 -1.33159922e-07 -3.62162926e-07 2.48074939e-08 1.71120190e-07 -3.66640634e-07 -1.70712950e-07 6.76151631e-01 2.28965377e-03 -3.42832184e-01 -5.71460243e-01 5.14153890e-02 4.19119658e-01 -2.35851142e-01 2.34683905e-01
1.2700 1.27465515e-07 -3.59991441e-08 -1.31943174e-07 -3.81790921e-07 -1.13875069e-09 1.78684401e-07 -4.22267725e-07 -2.44722074e-07 6.84056342e-01 -3.02163569e-02 -3.39692151e-01 -6.02421369e-01 -2.36368342e-03 4.37636609e-01 -2.88273535e-01 1.46999390e-01
1.2800 1.29680251e-07 -3.74491928e-08 -1.23661332e-07 -4.00985540e-07 -1.54395526e-08 1.87219768e-07 -4.32415814e-07 -2.60635599e-07 6.95901677e-01 -3.14173039e-02 -3.18364097e-01 -6.32704723e-01 -3.19976334e-02 4.58535091e-01 -2.86584447e-01 1.39953011e-01
1.2900 1.32232506e-07 -9.61584970e-09 -1.06894587e-07 -4.13366782e-07 -1.80883710e-08 1.93891665e-07 -3.97644713e-07 -2.21841419e-07 7.09568270e-01 -8.01150740e-03 -2.75191727e-01 -6.52243493e-01 -3.74748837e-02 4.74872751e-01 -2.25878457e-01 2.11519410e-01
1.3000 1.34736386e-07 2.95695423e-08 -8.28567238e-08 -4.14193137e-07 -1.28791303e-08 1.96275192e-07 -3.32743932e-07 -1.49347871e-07 7.22990050e-01 2.49266944e-02 -2.13300270e-01 -6.53555421e-01 -2.66623524e-02 4.80710554e-01 -1.18938947e-01 3.35109255e-01
1.3100 1.36908592e-07 5.90263410e-08 -5.52582188e-08 -4.01853623e-07 -5.61477843e-09 1.93237664e-07 -2.61176908e-07 -7.35540222e-08 7.34648272e-01 4.96789809e-02 -1.42243802e-01 -6.34097171e-01 -1.15912970e-02 4.73274155e-01 7.98628025e-03 4.69669139e-01
1.3200 1.38598151e-07 6.20385661e-08 -2.92961391e-08 -3.78218970e-07 -1.84692717e-09 1.85295858e-07 -2.06878392e-07 -2.34294615e-08 7.43731007e-01 5.21983681e-02 -7.54039761e-02 -5.96818591e-01 -3.77134836e-03 4.53828767e-01 1.23706808e-01 5.73764227e-01
1.3300 1.39765026e-07 3.18572446e-08 -1.01056688e-08 -3.47797855e-07 -4.96149634e-09 1.74338493e-07 -1.86281253e-07 -1.69042569e-08 7.50019163e-01 2.68168235e-02 -2.60025090e-02 -5.48831545e-01 -1.02220916e-02 4.26999406e-01 2.02001933e-01 6.18779247e-01
1.3400 1.40436137e-07 -2.64099320e-08 -1.19890266e-09 -3.16079196e-07 -1.52311225e-08 1.62852295e-07 -2.03251894e-07 -5.56307207e-08 7.53651744e-01 -2.21681521e-02 -3.08107123e-03 -4.98794539e-01 -3.15089339e-02 3.98875394e-01 2.29607982e-01 5.96974442e-01
1.3500 1.40668976e-07 -9.80368461e-08 -3.41748288e-09 -2.87714062e-07 -3.00609232e-08 1.52975002e-07 -2.48499416e-07 -1.25585336e-07 7.54931890e-01 -8.23763262e-02 -8.80457736e-03 -4.54044331e-01 -6.22528170e-02 3.74691115e-01 2.09706655e-01 5.22144953e-01
1.3600 1.40541009e-07 -1.64017666e-07 -1.47400740e-08 -2.65207685e-07 -4.52167553e-08 1.45752865e-07 -3.03424417e-07 -2.02888307e-07 7.54271032e-01 -1.37832822e-01 -3.79658835e-02 -4.18532469e-01 -9.36765099e-02 3.57007714e-01 1.59939858e-01 4.23271062e-01
1.3700 1.40164574e-07 -2.07490178e-07 -3.09844705e-08 -2.48559466e-07 -5.65038694e-08 1.40887438e-07 -3.46869541e-07 -2.62485972e-07 7.52269237e-01 -1.74366892e-01 -7.97942341e-02 -3.92257539e-01 -1.17084375e-01 3.45093153e-01 1.05850571e-01 3.33859349e-01
1.3800 1.39710853e-07 -2.19008827e-07 -4.71380203e-08 -2.35904858e-07 -6.12626385e-08 1.37056622e-07 -3.62340853e-07 -2.86546869e-07 7.49843807e-01 -1.84043028e-01 -1.21381528e-01 -3.72278104e-01 -1.26962779e-01 3.35708633e-01 7.21411472e-02 2.80887001e-01
1.3900 1.39420044e-07 -1.99002132e-07 -5.88480173e-08 -2.24828170e-07 -5.91815728e-08 1.32667162e-07 -3.43258276e-07 -2.69772686e-07 7.48283446e-01 -1.67225069e-01 -1.51520275e-01 -3.54784019e-01 -1.22665221e-01 3.24951663e-01 7.47540836e-02 2.77040526e-01
1.4000 1.39580309e-07 -1.56845028e-07 -6.35735356e-08 -2.13773991e-07 -5.22241678e-08 1.26727539e-07 -2.94612245e-07 -2.20108875e-07 7.49134838e-01 -1.31795234e-01 -1.63669464e-01 -3.37323164e-01 -1.08260587e-01 3.10393861e-01 1.16346976e-01 3.18480250e-01
1.4100 1.40472729e-07 -1.07171174e-07 -6.10453119e-08 -2.02972186e-07 -4.38009918e-08 1.19483943e-07 -2.30715942e-07 -1.55032992e-07 7.53906964e-01 -9.00538506e-02 -1.57138410e-01 -3.20260507e-01 -9.08170349e-02 2.92638458e-01 1.86454197e-01 3.88275620e-01
1.4200 1.42296550e-07 -6.49170723e-08 -5.29411549e-08 -1.94503381e-07 -3.75661873e-08 1.12553194e-07 -1.70065058e-07 -9.50780513e-08 7.63669887e-01 -5.45539097e-02 -1.36250409e-01 -3.06880971e-01 -7.79075584e-02 2.75645765e-01 2.65984597e-01 4.63722804e-01
1.4300 1.45100869e-07 -4.08574640e-08 -4.19624843e-08 -1.91480847e-07 -3.62981047e-08 1.08478578e-07 -1.29199926e-07 -5.70194527e-08 7.78688301e-01 -3.43491915e-02 -1.07964310e-01 -3.02098212e-01 -7.52900848e-02 2.65645315e-01 3.34276587e-01 5.24631817e-01
1.4400 1.48750306e-07 -3.90268957e-08 -3.06929862e-08 -1.96674619e-07 -4.12278803e-08 1.09854407e-07 -1.17644195e-07 -4.90176686e-08 7.98237491e-01 -3.28280564e-02 -7.89351390e-02 -3.10283556e-01 -8.55161160e-02 2.68991845e-01 3.76190739e-01 5.59666468e-01
1.4500 1.52942122e-07 -5.66203022e-08 -2.06677308e-08 -2.11122660e-07 -5.19651696e-08 1.18330767e-07 -1.35468571e-07 -6.91029733e-08 8.20695215e-01 -4.76307702e-02 -5.31168536e-02 -3.33074696e-01 -1.07777014e-01 2.89727845e-01 3.86872895e-01 5.68823726e-01
1.4600 1.57274475e-07 -8.60558966e-08 -1.19718833e-08 -2.33282569e-07 -6.69326210e-08 1.33860869e-07 -1.74035875e-07 -1.07107626e-07 8.43907741e-01 -7.23838376e-02 -3.07289998e-02 -3.68037493e-01 -1.38804536e-01 3.27740271e-01 3.72757411e-01 5.61693146e-01
1.4700 1.61346851e-07 -1.18198373e-07 -3.47081863e-09 -2.59077216e-07 -8.40528566e-08 1.54472546e-07 -2.19399556e-07 -1.48979867e-07 8.65728335e-01 -9.94090354e-02 -8.84936985e-03 -4.08738285e-01 -1.74294456e-01 3.78200838e-01 3.48731645e-01 5.52638027e-01
1.4800 1.64861468e-07 -1.45492659e-07 6.46703175e-09 -2.82856988e-07 -1.01388143e-07 1.76663413e-07 -2.57021147e-07 -1.81745877e-07 8.84560836e-01 -1.22356829e-01 1.67244824e-02 -4.46262429e-01 -2.10231900e-01 4.32533624e-01 3.32666061e-01 5.54967785e-01
1.4900 1.67693297e-07 -1.63978677e-07 1.90682248e-08 -2.98964752e-07 -1.17512662e-07 1.96302770e-07 -2.76181906e-07 -1.97391797e-07 8.99734972e-01 -1.37899126e-01 4.91525191e-02 -4.71683638e-01 -2.43662388e-01 4.80623611e-01 3.39304726e-01 5.76265949e-01
1.5000 1.69906873e-07 -1.73703779e-07 3.44363887e-08 -3.03370147e-07 -1.31550703e-07 2.09749563e-07 -2.72730664e-07 -1.94531805e-07 9.11596461e-01 -1.46075469e-01 8.87034233e-02 -4.78642540e-01 -2.72770581e-01 5.13554328e-01 3.75581875e-01 6.16365621e-01
1.5100 1.71716318e-07 -1.77680493e-07 5.12946656e-08 -2.94814814e-07 -1.42968159e-07 2.14824770e-07 -2.49484324e-07 -1.77627713e-07 9.21292747e-01 -1.49416953e-01 1.32091258e-01 -4.65153429e-01 -2.96448031e-01 5.25989068e-01 4.38813623e-01 6.68354660e-01
1.5200 1.73404207e-07 -1.80014074e-07 6.72810178e-08 -2.75084117e-07 -1.51295288e-07 2.11330536e-07 -2.14412966e-07 -1.54377718e-07 9.30338236e-01 -1.51372832e-01 1.73235744e-01 -4.34032737e-01 -3.13718859e-01 5.17442174e-01 5.18168411e-01 7.21891726e-01
1.5300 1.75228129e-07 -1.83999432e-07 7.96804780e-08 -2.48326857e-07 -1.55955932e-07 2.00964824e-07 -1.77417683e-07 -1.32408791e-07 9.40113619e-01 -1.54711655e-01 2.05147640e-01 -3.91825511e-01 -3.23386409e-01 4.92070179e-01 5.98724093e-01 7.67407863e-01
1.5400 1.77346323e-07 -1.90846494e-07 8.63225562e-08 -2.19670386e-07 -1.56295602e-07 1.86682444e-07 -1.46848001e-07 -1.16461159e-07 9.51467440e-01 -1.60450568e-01 2.22239370e-01 -3.46620344e-01 -3.24092169e-01 4.57107277e-01 6.66635899e-01 7.99651006e-01
1.5500 1.79785108e-07 -1.99343633e-07 8.63221370e-08 -1.93609249e-07 -1.51784517e-07 1.71730365e-07 -1.26845638e-07 -1.06899790e-07 9.64541525e-01 -1.67572749e-01 2.22232630e-01 -3.05507194e-01 -3.14737203e-01 4.20503243e-01 7.13694213e-01 8.19460253e-01
1.5600 1.82454462e-07 -2.06378932e-07 8.04100669e-08 -1.72703924e-07 -1.42278622e-07 1.58678637e-07 -1.16218327e-07 -9.98183122e-08 9.78854331e-01 -1.73465345e-01 2.07009501e-01 -2.72524638e-01 -2.95023395e-01 3.88550606e-01 7.39873848e-01 8.33401059e-01
1.5700 1.85200450e-07 -2.07963878e-07 7.07535794e-08 -1.56998943e-07 -1.28192997e-07 1.48750755e-07 -1.09008792e-07 -8.84510339e-08 9.93581576e-01 -1.74779230e-01 1.82149978e-01 -2.47742210e-01 -2.65812682e-01 3.64245016e-01 7.53210114e-01 8.51642448e-01
1.5800 1.87870711e-07 -2.00326045e-07 6.03460850e-08 -1.44308965e-07 -1.10486920e-07 1.41640897e-07 -9.64182136e-08 -6.52642367e-08 1.00790681e+00 -1.68346499e-01 1.55360770e-01 -2.27712045e-01 -2.29095560e-01 3.46837719e-01 7.67209037e-01 8.84951196e-01
1.5900 1.90366443e-07 -1.80743754e-07 5.21850846e-08 -1.31223253e-07 -9.04529107e-08 1.35835048e-07 -6.94154791e-08 -2.40333417e-08 1.02129959e+00 -1.51881162e-01 1.34358631e-01 -2.07053814e-01 -1.87553135e-01 3.32621803e-01 7.96723250e-01 9.41791919e-01
1.6000 1.92661770e-07 -1.47999006e-07 4.85098219e-08 -1.14447909e-07 -6.93972153e-08 1.29289026e-07 -2.12753230e-08 3.86164878e-08 1.03361912e+00 -1.24359381e-01 1.24907615e-01 -1.80572244e-01 -1.43894286e-01 3.16592264e-01 8.53595108e-01 1.02629309e+00
1.6100 1.94785927e-07 -1.02511869e-07 5.03253675e-08 -9.20161277e-08 -4.83511873e-08 1.20213001e-07 5.05832972e-08 1.22445111e-07 1.04501892e+00 -8.61325179e-02 1.29593901e-01 -1.45166181e-01 -1.00257160e-01 2.94366803e-01 9.43314122e-01 1.13742377e+00
1.6200 1.96779481e-07 -4.63048892e-08 5.73220208e-08 -6.39717016e-08 -2.79378357e-08 1.07699206e-07 1.43824911e-07 2.23586281e-07 1.05571276e+00 -3.88978247e-02 1.47618519e-01 -1.00906429e-01 -5.79326788e-02 2.63722686e-01 1.06352703e+00 1.26931703e+00
1.6300 1.98646583e-07 1.70913290e-08 6.81573035e-08 -3.23337603e-08 -8.44312818e-09 9.20042528e-08 2.51561455e-07 3.35122580e-07 1.06571962e+00 1.43800128e-02 1.75523629e-01 -5.09796248e-02 -1.75127650e-02 2.25287960e-01 1.20464364e+00 1.41241883e+00
1.6400 2.00327045e-07 8.27948817e-08 8.09554867e-08 -4.03827950e-10 9.95750495e-09 7.44275775e-08 3.63673585e-07 4.48058668e-07 1.07471496e+00 6.95997619e-02 2.08478846e-01 -5.94676201e-04 2.06396068e-02 1.82243896e-01 1.35219889e+00 1.55508239e+00
1.6500 2.01703997e-07 1.44903354e-07 9.38334950e-08 2.83098162e-08 2.69441483e-08 5.68647423e-08 4.68750661e-07 5.52559552e-07 1.08207254e+00 1.21801122e-01 2.41635395e-01 4.47142739e-02 5.58613486e-02 1.39231434e-01 1.49022333e+00 1.68531611e+00
1.6600 2.02648288e-07 1.97134116e-07 1.05290566e-07 5.11701275e-08 4.19139060e-08 4.12122105e-08 5.56243098e-07 6.39369215e-07 1.08710270e+00 1.65702846e-01 2.71129390e-01 8.07882544e-02 8.69020119e-02 1.00894027e-01 1.60472319e+00 1.79251923e+00
1.6700 2.03085109e-07 2.33817375e-07 1.14381509e-07 6.71414076e-08 5.40530605e-08 2.88297910e-08 6.18425401e-07 7.01308252e-07 1.08940911e+00 1.96537822e-01 2.94527869e-01 1.05994789e-01 1.12073533e-01 7.05616855e-02 1.68646959e+00 1.86910481e+00
1.6800 2.03057631e-07 2.51108235e-07 1.20690666e-07 7.69653207e-08 6.26145849e-08 2.02252244e-08 6.51821853e-07 7.34661662e-07 1.08922895e+00 2.11072531e-01 3.10761677e-01 1.21504965e-01 1.29825912e-01 4.94788122e-02 1.73256812e+00 1.91187285e+00
1.6900 2.02761015e-07 2.48103885e-07 1.24195262e-07 8.27759280e-08 6.72911241e-08 1.50338152e-08 6.57836090e-07 7.40161029e-07 1.08761393e+00 2.08546770e-01 3.19773506e-01 1.30685579e-01 1.39520898e-01 3.67542656e-02 1.74661978e+00 1.92289495e+00
1.7000 2.02528664e-07 2.27463547e-07 1.25126941e-07 8.73293791e-08 6.85111894e-08 1.22608707e-08 6.42448531e-07 7.23220591e-07 1.08635520e+00 1.91195210e-01 3.22161250e-01 1.37883654e-01 1.42046398e-01 2.99546755e-02 1.73759531e+00 1.90959639e+00
1.7100 2.02768401e-07 1.95195953e-07 1.23907302e-07 9.31300725e-08 6.74969163e-08 1.06730668e-08 6.15001729e-07 6.93171712e-07 1.08764028e+00 1.64068853e-01 3.19011861e-01 1.47047987e-01 1.39936389e-01 2.60622271e-02 1.71776898e+00 1.88376760e+00
1.7200 2.03863752e-07 1.59502661e-07 1.21168161e-07 1.01737342e-07 6.60057074e-08 9.19167083e-09 5.86271916e-07 6.61469294e-07 1.09352349e+00 1.34062536e-01 3.11953322e-01 1.60635862e-01 1.36835240e-01 2.24369334e-02 1.70017521e+00 1.85944739e+00
1.7300 2.06068615e-07 1.28877412e-07 1.17803589e-07 1.13445751e-07 6.58043040e-08 7.16126604e-09 5.66195366e-07 6.39160936e-07 1.10536175e+00 1.08316904e-01 3.03288399e-01 1.79109393e-01 1.36407126e-01 1.74741729e-02 1.69607645e+00 1.84995775e+00
1.7400 2.09427642e-07 1.09948805e-07 1.14969321e-07 1.27389127e-07 6.80418074e-08 4.42840681e-09 5.61734896e-07 6.34205110e-07 1.12338884e+00 9.24046109e-02 2.95992944e-01 2.01100379e-01 1.41035839e-01 1.07970901e-02 1.71288677e+00 1.86471970e+00
1.7500 2.13748059e-07 1.05701123e-07 1.13961155e-07 1.41977676e-07 7.27485105e-08 1.23933740e-09 5.75388013e-07 6.49375861e-07 1.14656572e+00 8.88345498e-02 2.93402695e-01 2.24100431e-01 1.50785452e-01 3.00630563e-03 1.75290339e+00 1.90669515e+00
1.7600 2.18633553e-07 1.14646689e-07 1.15960443e-07 1.55485443e-07 7.86621895e-08 -1.97329714e-09 6.04726129e-07 6.81415021e-07 1.17276366e+00 9.63561336e-02 2.98558052e-01 2.45387958e-01 1.63039965e-01 -4.84185369e-03 1.81306580e+00 1.97126391e+00
1.7700 2.23572162e-07 1.31257936e-07 1.21706449e-07 1.66585981e-07 8.34782568e-08 -4.81741707e-09 6.43122527e-07 7.21783367e-07 1.19923634e+00 1.10322655e-01 3.13360687e-01 2.62873019e-01 1.73021840e-01 -1.17904006e-02 1.88579270e+00 2.04702414e+00
1.7800 2.28053903e-07 1.47580241e-07 1.31208878e-07 1.74682772e-07 8.44724049e-08 -7.09598564e-09 6.81525794e-07 7.58902213e-07 1.22325076e+00 1.24047238e-01 3.37833787e-01 2.75618053e-01 1.75082927e-01 -1.73592137e-02 1.96074984e+00 2.11847355e+00
1.7900 2.31685328e-07 1.55567567e-07 1.43623075e-07 1.79970683e-07 7.93092348e-08 -8.84331763e-09 7.10846653e-07 7.81312570e-07 1.24270088e+00 1.30766316e-01 3.69801133e-01 2.83934107e-01 1.64381047e-01 -2.16333932e-02 2.02720244e+00 2.16995009e+00
1.8000 2.34269770e-07 1.49443608e-07 1.57366572e-07 1.83258414e-07 6.67791891e-08 -1.02487625e-08 7.24338364e-07 7.80868791e-07 1.25653684e+00 1.25624396e-01 4.05187611e-01 2.89099990e-01 1.38407967e-01 -2.50761723e-02 2.07644883e+00 2.18978063e+00
1.8100 2.35833021e-07 1.27376156e-07 1.70473060e-07 1.85647426e-07 4.72262915e-08 -1.15152615e-08 7.19329664e-07 7.55040694e-07 1.26490129e+00 1.07081394e-01 4.38930791e-01 2.92855201e-01 9.78763231e-02 -2.81827492e-02 2.10376868e+00 2.17346225e+00
1.8200 2.36590643e-07 9.19691238e-08 1.81089123e-07 1.88184130e-07 2.25334872e-08 -1.27189975e-08 6.97833020e-07 7.07647510e-07 1.26895300e+00 7.73260271e-02 4.66259889e-01 2.96850982e-01 4.66892991e-02 -3.11371262e-02 2.10938990e+00 2.12494207e+00
1.8300 2.36869822e-07 4.94518988e-08 1.87956740e-07 1.91581984e-07 -4.31816765e-09 -1.37282391e-08 6.65860445e-07 6.47814038e-07 1.27044718e+00 4.15942494e-02 4.83937791e-01 3.02211967e-01 -8.97323978e-03 -3.36140751e-02 2.09819119e+00 2.05560387e+00
1.8400 2.37010498e-07 7.85295152e-09 1.90717141e-07 1.96066052e-07 -2.99610143e-08 -1.42112559e-08 6.31646643e-07 5.87474373e-07 1.27120531e+00 6.63399758e-03 4.91042906e-01 3.09291313e-01 -6.21298551e-02 -3.47991881e-02 2.07817352e+00 1.98124448e+00
1.8500 2.37274199e-07 -2.52516412e-08 1.89925726e-07 2.01346898e-07 -5.13889544e-08 -1.37279637e-08 6.03295182e-07 5.38178264e-07 1.27262687e+00 -2.11872147e-02 4.89007037e-01 3.17630011e-01 -1.06548630e-01 -3.36137566e-02 2.05807671e+00 1.91791432e+00
1.8600 2.37784145e-07 -4.47205359e-08 1.86766221e-07 2.06700504e-07 -6.65163522e-08 -1.18714775e-08 5.86530334e-07 5.08142504e-07 1.27536920e+00 -3.75483560e-02 4.80878932e-01 3.26083508e-01 -1.37905861e-01 -2.90615463e-02 2.04478328e+00 1.87781588e+00
1.8700 2.38509063e-07 -4.89888955e-08 1.82560031e-07 2.11121893e-07 -7.44090521e-08 -8.41303563e-09 5.83202092e-07 5.00380004e-07 1.27926167e+00 -4.11343635e-02 4.70060740e-01 3.33064506e-01 -1.54264958e-01 -2.05835052e-02 2.04125255e+00 1.86640409e+00
