#Q I_ArAr I_ArO1 I_ArSi2 I_ArO2  I_ArSi1  I_ArH I_rest I_tot S_ArAr S_ArO1 S_ArSi2 S_ArO2 S_ArSi1 S_ArH S_rest S_total
1.2100 1.28943248e-07 2.43073456e-07 -1.41933655e-07 -3.55162304e-07 1.03084011e-07 1.65976446e-07 -1.25079255e-07 1.43981202e-07 6.90861991e-01 2.04184270e-01 -3.65155069e-01 -5.59924097e-01 2.13561603e-01 4.06126235e-01 -3.00329057e-02 5.89654933e-01
1.2200 1.28835243e-07 2.56313141e-07 -1.34330912e-07 -3.48610400e-07 1.18173746e-07 1.66653946e-07 -9.77929278e-08 1.87034764e-07 6.90296595e-01 2.15300626e-01 -3.45585492e-01 -5.49595192e-01 2.44835130e-01 4.07789553e-01 1.04165368e-02 6.63041221e-01
1.2300 1.27756108e-07 2.19913296e-07 -1.29558380e-07 -3.41219460e-07 1.12897194e-07 1.64794144e-07 -1.23108436e-07 1.54582902e-07 6.84525442e-01 1.84723337e-01 -3.33297815e-01 -5.37940434e-01 2.33916462e-01 4.03241375e-01 -1.98946993e-03 6.35168367e-01
1.2400 1.26578722e-07 1.48300619e-07 -1.28742250e-07 -3.38752214e-07 9.04010462e-08 1.63283023e-07 -1.92615124e-07 6.10689448e-08 6.78218575e-01 1.24572138e-01 -3.31189602e-01 -5.34044231e-01 1.87323182e-01 3.99542474e-01 -6.24431200e-02 5.24422536e-01
1.2500 1.26003144e-07 6.52753395e-08 -1.30941182e-07 -3.44915525e-07 5.81054990e-08 1.64570780e-07 -2.84578224e-07 -6.19019443e-08 6.75122685e-01 5.48381734e-02 -3.36839363e-01 -5.43750417e-01 1.20425988e-01 4.02687707e-01 -1.50628922e-01 3.72484774e-01
1.2600 1.26400559e-07 -4.13336644e-09 -1.33304969e-07 -3.59889732e-07 2.51121465e-08 1.69674461e-07 -3.70927509e-07 -1.76140901e-07 6.77226116e-01 -3.45689119e-03 -3.42914727e-01 -5.67343957e-01 5.20790970e-02 4.15165810e-01 -2.36489460e-01 2.30755447e-01
1.2700 1.27787092e-07 -4.18931913e-08 -1.32041851e-07 -3.80184035e-07 -7.05751507e-10 1.77785625e-07 -4.26331985e-07 -2.49252112e-07 6.84618642e-01 -3.51692896e-02 -3.39661018e-01 -5.99323071e-01 -1.40729589e-03 4.34999613e-01 -2.89534737e-01 1.44057580e-01
1.2800 1.29906306e-07 -4.24796645e-08 -1.23844384e-07 -3.99826059e-07 -1.49618863e-08 1.86602272e-07 -4.36243801e-07 -2.64603415e-07 6.95932590e-01 -3.56609041e-02 -3.18569563e-01 -6.30274509e-01 -3.09457707e-02 4.56558275e-01 -2.88572386e-01 1.37040119e-01
1.2900 1.32369023e-07 -1.39011187e-08 -1.07243786e-07 -4.12412255e-07 -1.76738135e-08 1.93226361e-07 -4.01188137e-07 -2.25635589e-07 7.09090395e-01 -1.16591397e-02 -2.75861905e-01 -6.50105691e-01 -3.65711465e-02 4.72753217e-01 -2.28536341e-01 2.07645730e-01
1.3000 1.34792104e-07 2.59162018e-08 -8.33805703e-08 -4.13254792e-07 -1.26484823e-08 1.95261859e-07 -3.35927056e-07 -1.53313680e-07 7.22046387e-01 2.17798951e-02 -2.14472269e-01 -6.51428734e-01 -2.61677833e-02 4.77724484e-01 -1.22074720e-01 3.29481980e-01
1.3100 1.36892420e-07 5.59256354e-08 -5.58874052e-08 -4.00859199e-07 -5.68092185e-09 1.91688200e-07 -2.63928548e-07 -7.79212698e-08 7.33288670e-01 4.69806868e-02 -1.43746025e-01 -6.31889308e-01 -1.17384544e-02 4.68977381e-01 4.63402441e-03 4.61872951e-01
1.3200 1.38519230e-07 5.94518120e-08 -2.99000452e-08 -3.77244098e-07 -2.28751234e-09 1.83187178e-07 -2.09173101e-07 -2.82734353e-08 7.42011603e-01 4.99400685e-02 -7.68950040e-02 -5.94670125e-01 -4.70918972e-03 4.48181678e-01 1.20386543e-01 5.63859031e-01
1.3300 1.39635459e-07 2.97770682e-08 -1.05253005e-08 -3.47056585e-07 -5.79245110e-09 1.71822368e-07 -1.88169358e-07 -2.21394410e-08 7.48015117e-01 2.50183080e-02 -2.70560705e-02 -5.47096030e-01 -1.19657407e-02 4.20386718e-01 1.98881325e-01 6.07302302e-01
1.3400 1.40275325e-07 -2.79748942e-08 -1.28722521e-09 -3.15874639e-07 -1.63896907e-08 1.60221237e-07 -2.04861433e-07 -6.10298872e-08 7.51478049e-01 -2.34797922e-02 -3.29382364e-03 -4.97957857e-01 -3.39105903e-02 3.92019949e-01 2.26746576e-01 5.84855934e-01
1.3500 1.40507691e-07 -9.90740723e-08 -3.07630476e-09 -2.88360605e-07 -3.14054028e-08 1.50594873e-07 -2.50003291e-07 -1.30813821e-07 7.52762658e-01 -8.31827813e-02 -7.89752409e-03 -4.54601907e-01 -6.50066027e-02 3.68488526e-01 2.07080446e-01 5.10562369e-01
1.3600 1.40423031e-07 -1.64514648e-07 -1.39439525e-08 -2.66944125e-07 -4.65457072e-08 1.43981074e-07 -3.04979694e-07 -2.07544326e-07 7.52346044e-01 -1.38129714e-01 -3.58528265e-02 -4.20854426e-01 -9.63613657e-02 3.52327805e-01 1.57509078e-01 4.13475518e-01
1.3700 1.40144110e-07 -2.07430460e-07 -2.97860505e-08 -2.51475502e-07 -5.75915984e-08 1.39998200e-07 -3.48547903e-07 -2.66141302e-07 7.50878688e-01 -1.74157980e-01 -7.66007189e-02 -3.96476064e-01 -1.19237675e-01 3.42599857e-01 1.03643925e-01 3.27006107e-01
1.3800 1.39845074e-07 -2.18364996e-07 -4.56545395e-08 -2.39900743e-07 -6.19022096e-08 1.37191432e-07 -3.64075204e-07 -2.88785982e-07 7.49288008e-01 -1.83328627e-01 -1.17412081e-01 -3.78226864e-01 -1.28166900e-01 3.35741558e-01 7.03204359e-02 2.77895094e-01
1.3900 1.39757611e-07 -1.97732257e-07 -5.72338039e-08 -2.29619377e-07 -5.92235403e-08 1.33820656e-07 -3.44827828e-07 -2.70230712e-07 7.48812309e-01 -1.65992209e-01 -1.47185960e-01 -3.62007282e-01 -1.22623725e-01 3.27493098e-01 7.36268576e-02 2.78496231e-01
1.4000 1.40148318e-07 -1.54897549e-07 -6.19867220e-08 -2.18941522e-07 -5.15998705e-08 1.28768709e-07 -2.95677476e-07 -2.18508638e-07 7.50880069e-01 -1.30015972e-01 -1.59397715e-01 -3.45155172e-01 -1.06842364e-01 3.15120682e-01 1.16311209e-01 3.24589528e-01
1.4100 1.41265573e-07 -1.04499192e-07 -5.96177864e-08 -2.08047337e-07 -4.25237668e-08 1.22203393e-07 -2.30898742e-07 -1.51219116e-07 7.56825272e-01 -8.76941895e-02 -1.53289964e-01 -3.27957847e-01 -8.80558989e-02 2.99036332e-01 1.87883272e-01 3.98863705e-01
1.4200 1.43270321e-07 -6.14982181e-08 -5.17588989e-08 -1.99066645e-07 -3.57108717e-08 1.15721176e-07 -1.69053441e-07 -8.90431368e-08 7.67515997e-01 -5.15906801e-02 -1.33063605e-01 -3.13776759e-01 -7.39586944e-02 2.83149057e-01 2.69084953e-01 4.78275316e-01
1.4300 1.46175967e-07 -3.67120713e-08 -4.10596419e-08 -1.95250508e-07 -3.39664260e-08 1.11897352e-07 -1.26846255e-07 -4.89153288e-08 7.83031307e-01 -3.07882512e-02 -1.05536780e-01 -3.07740591e-01 -7.03590704e-02 2.73763515e-01 3.38965685e-01 5.42370129e-01
1.4400 1.49822980e-07 -3.42265738e-08 -3.00585820e-08 -1.99562806e-07 -3.85122449e-08 1.13391991e-07 -1.14024982e-07 -3.91452353e-08 8.02523766e-01 -2.87158394e-02 -7.72407016e-02 -3.14524152e-01 -7.97858313e-02 2.77391688e-01 3.82043073e-01 5.79648930e-01
1.4500 1.53903234e-07 -5.12817651e-08 -2.02603215e-08 -2.13244624e-07 -4.89240537e-08 1.21929846e-07 -1.30883476e-07 -5.78776837e-08 8.24348391e-01 -4.30533039e-02 -5.20450852e-02 -3.36084776e-01 -1.01358981e-01 2.98256281e-01 3.93165226e-01 5.90062526e-01
1.4600 1.58031514e-07 -8.03201694e-08 -1.17357064e-08 -2.34916836e-07 -6.35867490e-08 1.37524398e-07 -1.68941197e-07 -9.50035480e-08 8.46444592e-01 -6.74520891e-02 -3.01298334e-02 -3.70247611e-01 -1.31732993e-01 3.36391773e-01 3.78615059e-01 5.83273839e-01
1.4700 1.61843885e-07 -1.12201402e-07 -3.34762103e-09 -2.60586828e-07 -8.04037662e-08 1.58234011e-07 -2.14291966e-07 -1.36461722e-07 8.66862555e-01 -9.42350838e-02 -8.56641269e-03 -4.10716646e-01 -1.66566100e-01 3.87047764e-01 3.53344412e-01 5.73826077e-01
1.4800 1.65091729e-07 -1.39337602e-07 6.53368933e-09 -2.84592080e-07 -9.74521003e-08 1.80553136e-07 -2.52304263e-07 -1.69203228e-07 8.84267204e-01 -1.17029678e-01 1.68412109e-02 -4.48562905e-01 -2.01876699e-01 4.41646435e-01 3.35515831e-01 5.75285567e-01
1.4900 1.67700690e-07 -1.57720887e-07 1.91357954e-08 -3.01171382e-07 -1.13356273e-07 2.00321314e-07 -2.72055784e-07 -1.85090743e-07 8.98254838e-01 -1.32470147e-01 4.92538340e-02 -4.74702089e-01 -2.34817421e-01 4.90007132e-01 3.40336437e-01 5.95526148e-01
1.5000 1.69775441e-07 -1.67356106e-07 3.45696411e-08 -3.06128446e-07 -1.27312530e-07 2.13855763e-07 -2.69139471e-07 -1.82596238e-07 9.09380083e-01 -1.40560757e-01 8.89584764e-02 -4.82517698e-01 -2.63724707e-01 5.23118016e-01 3.75260104e-01 6.34653413e-01
1.5100 1.71549943e-07 -1.71239764e-07 5.15700579e-08 -2.98021533e-07 -1.38854313e-07 2.18940516e-07 -2.46141296e-07 -1.66055092e-07 9.18890936e-01 -1.43818107e-01 1.32700534e-01 -4.69736615e-01 -2.87632653e-01 5.35556574e-01 4.38036748e-01 6.85960669e-01
1.5200 1.73301606e-07 -1.73501769e-07 6.77841556e-08 -2.78482733e-07 -1.47545457e-07 2.15358912e-07 -2.10898740e-07 -1.43085285e-07 9.28270219e-01 -1.45710605e-01 1.74425728e-01 -4.38932303e-01 -3.05637462e-01 5.26792605e-01 5.18053038e-01 7.39208181e-01
1.5300 1.75259689e-07 -1.77503348e-07 8.04941655e-08 -2.51575816e-07 -1.52787015e-07 2.04814316e-07 -1.73325309e-07 -1.21298008e-07 9.38745535e-01 -1.49061327e-01 2.07140013e-01 -3.96512110e-01 -3.16497540e-01 5.00994114e-01 6.00312112e-01 7.84808685e-01
1.5400 1.77538981e-07 -1.84548045e-07 8.75066721e-08 -2.22430219e-07 -1.53839345e-07 1.90288584e-07 -1.41932611e-07 -1.05483373e-07 9.50933917e-01 -1.54965786e-01 2.25197746e-01 -3.50563368e-01 -3.18679707e-01 4.65457347e-01 6.70602509e-01 8.17380149e-01
1.5500 1.80119330e-07 -1.93518577e-07 8.78902572e-08 -1.95624939e-07 -1.50039971e-07 1.75067609e-07 -1.21133928e-07 -9.61062900e-08 9.64731356e-01 -1.62487121e-01 2.26199943e-01 -3.08305324e-01 -3.10810958e-01 4.28222253e-01 7.20138853e-01 8.37550149e-01
1.5600 1.82874008e-07 -2.01366990e-07 8.23100807e-08 -1.73861083e-07 -1.41097794e-07 1.61758868e-07 -1.10043985e-07 -8.93829104e-08 9.79463454e-01 -1.69067648e-01 2.11855555e-01 -2.73996337e-01 -2.92288246e-01 3.95668457e-01 7.48255025e-01 8.51635236e-01
1.5700 1.85631907e-07 -2.04112695e-07 7.28596027e-08 -1.57340441e-07 -1.27309071e-07 1.51609258e-07 -1.02961628e-07 -7.86614397e-08 9.94217301e-01 -1.71366646e-01 1.87548930e-01 -2.47954306e-01 -2.63725946e-01 3.70846160e-01 7.62445279e-01 8.69565492e-01
1.5800 1.88246956e-07 -1.97923825e-07 6.24665799e-08 -1.44010108e-07 -1.09581349e-07 1.44314661e-07 -9.12203974e-08 -5.64870857e-08 1.00821231e+00 -1.66167936e-01 1.60811809e-01 -2.26942577e-01 -2.27005229e-01 3.53010358e-01 7.75913605e-01 9.01918734e-01
1.5900 1.90647000e-07 -1.79959573e-07 5.40878637e-08 -1.30535253e-07 -8.92446864e-08 1.38340621e-07 -6.57599628e-08 -1.66640280e-08 1.02106168e+00 -1.51086722e-01 1.39251779e-01 -2.05703767e-01 -1.84882590e-01 3.38405764e-01 8.03522969e-01 9.57046144e-01
1.6000 1.92843981e-07 -1.48848450e-07 4.99597873e-08 -1.13627693e-07 -6.77290066e-08 1.31607266e-07 -1.96723741e-08 4.42058852e-08 1.03282725e+00 -1.24970868e-01 1.28623523e-01 -1.79054387e-01 -1.40321012e-01 3.21942920e-01 8.57425518e-01 1.03904743e+00
1.6100 1.94903642e-07 -1.04858375e-07 5.11268927e-08 -9.12633170e-08 -4.62459985e-08 1.22285963e-07 4.99088432e-08 1.25948808e-07 1.04385805e+00 -8.80437077e-02 1.31616024e-01 -1.43804065e-01 -9.58306054e-02 2.99147605e-01 9.43626297e-01 1.14694330e+00
1.6200 1.96889771e-07 -4.98963001e-08 5.73560606e-08 -6.33901234e-08 -2.56071413e-08 1.09440771e-07 1.40959408e-07 2.24793038e-07 1.05449275e+00 -4.19040789e-02 1.47631233e-01 -9.98715221e-02 -5.30914531e-02 2.67730298e-01 1.06034838e+00 1.27498722e+00
1.6300 1.98808735e-07 1.25622931e-08 6.74042356e-08 -3.19263964e-08 -6.24122960e-09 9.33219773e-08 2.46848867e-07 3.33929615e-07 1.06476351e+00 1.05322604e-02 1.73472478e-01 -5.02813531e-02 -1.29899949e-02 2.28304180e-01 1.19848690e+00 1.41380108e+00
1.6400 2.00580505e-07 7.76246800e-08 7.94981274e-08 -9.93713466e-11 1.16220193e-08 7.52497800e-08 3.57603941e-07 4.44475741e-07 1.07424132e+00 6.51589593e-02 2.04578351e-01 -1.21109898e-04 2.40002854e-02 1.84100204e-01 1.34385752e+00 1.55195801e+00
1.6500 2.02052351e-07 1.39325480e-07 9.18397115e-08 2.86102963e-08 2.77155160e-08 5.71650563e-08 4.61827838e-07 5.46708410e-07 1.08210925e+00 1.16967865e-01 2.36323161e-01 4.51229074e-02 5.73285305e-02 1.39867567e-01 1.48052318e+00 1.67771928e+00
1.6600 2.03054550e-07 1.91294340e-07 1.02979992e-07 5.15435559e-08 4.15841537e-08 4.10241613e-08 5.48872437e-07 6.31480752e-07 1.08746037e+00 1.60609453e-01 2.64978661e-01 8.12603510e-02 8.60538819e-02 1.00392687e-01 1.59430883e+00 1.78075540e+00
1.6700 2.03480130e-07 2.27779734e-07 1.11984603e-07 6.76072325e-08 5.26169705e-08 2.82464093e-08 6.10851699e-07 6.91715079e-07 1.08972399e+00 1.91252701e-01 2.88140396e-01 1.06569845e-01 1.08911639e-01 6.91472707e-02 1.67568693e+00 1.85374584e+00
1.6800 2.03359342e-07 2.44884111e-07 1.18409747e-07 7.74758026e-08 6.02682672e-08 1.93826335e-08 6.44129002e-07 7.23779903e-07 1.08906376e+00 2.05622779e-01 3.04666138e-01 1.22116600e-01 1.24771066e-01 4.74775288e-02 1.72146927e+00 1.89371787e+00
1.6900 2.02898780e-07 2.41688757e-07 1.22175851e-07 8.32346682e-08 6.43744079e-08 1.40821151e-08 6.49998055e-07 7.28454578e-07 1.08658668e+00 2.02946282e-01 3.14351145e-01 1.31189525e-01 1.33291686e-01 3.45236044e-02 1.73507363e+00 1.90288892e+00
1.7000 2.02465320e-07 2.20864406e-07 1.23444361e-07 8.76308557e-08 6.54107232e-08 1.13293242e-08 6.34404942e-07 7.11144990e-07 1.08425707e+00 1.85464580e-01 3.17611313e-01 1.38119587e-01 1.35455772e-01 2.77992325e-02 1.72545255e+00 1.88870755e+00
1.7100 2.02513138e-07 1.88437600e-07 1.22569032e-07 9.32058130e-08 6.45384717e-08 9.83853645e-09 6.06725583e-07 6.81102591e-07 1.08450598e+00 1.58237938e-01 3.15357747e-01 1.46912558e-01 1.33666139e-01 2.41576242e-02 1.70501423e+00 1.86283799e+00
1.7200 2.03471689e-07 1.52611158e-07 1.20128334e-07 1.01592075e-07 6.33671857e-08 8.45886206e-09 5.77803256e-07 6.49629304e-07 1.08963190e+00 1.28155005e-01 3.09079826e-01 1.60140409e-01 1.31254415e-01 2.07826628e-02 1.68700714e+00 1.83904422e+00
1.7300 2.05626930e-07 1.21849993e-07 1.16983396e-07 1.13170140e-07 6.34745144e-08 6.46059776e-09 5.57630458e-07 6.27565571e-07 1.10116517e+00 1.02325051e-01 3.00993804e-01 1.78400823e-01 1.31486905e-01 1.58895115e-02 1.68288484e+00 1.83026126e+00
1.7400 2.09032171e-07 1.02727117e-07 1.14276598e-07 1.27143386e-07 6.58363280e-08 3.63288381e-09 5.53179272e-07 6.22648484e-07 1.11939088e+00 8.62686539e-02 2.94038752e-01 2.00435877e-01 1.36384358e-01 8.96333631e-03 1.70013416e+00 1.84548185e+00
1.7500 2.13477157e-07 9.81655472e-08 1.13303994e-07 1.41949951e-07 7.03771787e-08 1.96771050e-10 5.66896650e-07 6.37470600e-07 1.14318330e+00 8.24408697e-02 2.91548023e-01 2.23781892e-01 1.45790798e-01 5.46269550e-04 1.74095408e+00 1.88729115e+00
1.7600 2.18526788e-07 1.06642874e-07 1.15252647e-07 1.55837216e-07 7.58280974e-08 -3.40063210e-09 5.96259524e-07 6.68686989e-07 1.17021287e+00 8.95629969e-02 2.96573477e-01 2.45675427e-01 1.57078751e-01 -8.26659055e-03 1.80202477e+00 1.95083693e+00
1.7700 2.23619901e-07 1.22654591e-07 1.20865917e-07 1.67401171e-07 7.99798258e-08 -6.71587988e-09 6.34541580e-07 7.07805526e-07 1.19747474e+00 1.03011688e-01 3.11024694e-01 2.63903612e-01 1.65673414e-01 -1.63894691e-02 1.87541473e+00 2.02469868e+00
1.7800 2.28200522e-07 1.38344000e-07 1.30152642e-07 1.75936345e-07 8.02803053e-08 -9.47618877e-09 6.72633509e-07 7.43437626e-07 1.22199124e+00 1.16187982e-01 3.34921351e-01 2.77355528e-01 1.66289889e-01 -2.31545691e-02 1.95045610e+00 2.09359142e+00
1.7900 2.31844655e-07 1.45831349e-07 1.42263711e-07 1.81526693e-07 7.45980525e-08 -1.16349122e-08 7.01466408e-07 7.64429548e-07 1.24149078e+00 1.22473681e-01 3.66076452e-01 2.86165020e-01 1.54514106e-01 -2.84476824e-02 2.01620593e+00 2.14227235e+00
1.8000 2.34347863e-07 1.39543175e-07 1.55614138e-07 1.84898464e-07 6.19069220e-08 -1.33159770e-08 7.14403639e-07 7.62994584e-07 1.25487709e+00 1.17187907e-01 4.00411087e-01 2.91478216e-01 1.28221055e-01 -3.25720095e-02 2.06395429e+00 2.15960334e+00
1.8100 2.35751386e-07 1.17836861e-07 1.68244574e-07 1.87121444e-07 4.26688001e-08 -1.46891390e-08 7.08954264e-07 7.36933925e-07 1.26236977e+00 9.89516158e-02 4.32884948e-01 2.94982141e-01 8.83675114e-02 -3.59427052e-02 2.08918848e+00 2.14161328e+00
1.8200 2.36303298e-07 8.34390333e-08 1.78324841e-07 1.89268919e-07 1.87918829e-08 -1.58376251e-08 6.87336091e-07 6.90290349e-07 1.26529702e+00 7.00557638e-02 4.58791857e-01 2.98368498e-01 3.89057869e-02 -3.87628878e-02 2.09251314e+00 2.09265604e+00
1.8300 2.36369891e-07 4.25941638e-08 1.84639842e-07 1.92131194e-07 -6.81422393e-09 -1.66739480e-08 6.55735090e-07 6.32246919e-07 1.26562166e+00 3.57460501e-02 4.75009494e-01 3.02882162e-01 -1.41375666e-02 -4.08176767e-02 2.07925937e+00 2.02430412e+00
1.8400 2.36325578e-07 3.22367040e-09 1.86891745e-07 1.96038402e-07 -3.09326352e-08 -1.69345097e-08 6.22479394e-07 5.74612250e-07 1.26535179e+00 2.67652500e-03 4.80776088e-01 3.09042236e-01 -6.40993077e-02 -4.14611669e-02 2.05784663e+00 1.95228616e+00
1.8500 2.36453366e-07 -2.73083305e-08 1.85707854e-07 2.00806504e-07 -5.07551376e-08 -1.62512991e-08 5.95659393e-07 5.28652956e-07 1.26600740e+00 -2.29671780e-02 4.77709732e-01 3.16557410e-01 -1.05162344e-01 -3.97921450e-02 2.03730736e+00 1.89235287e+00
1.8600 2.36881980e-07 -4.41329206e-08 1.82343500e-07 2.05791589e-07 -6.44031577e-08 -1.42724236e-08 5.80884148e-07 5.02208567e-07 1.26828282e+00 -3.70956318e-02 4.69043079e-01 3.24412007e-01 -1.33434826e-01 -3.49492944e-02 2.02464227e+00 1.85625815e+00
1.8700 2.37572673e-07 -4.59596058e-08 1.78178207e-07 2.10027332e-07 -7.11238129e-08 -1.07908526e-08 5.79818606e-07 4.97903941e-07 1.27197483e+00 -3.86254493e-02 4.58326458e-01 3.31082948e-01 -1.47356360e-01 -2.64263956e-02 2.02275879e+00 1.84897603e+00
